original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,2019 lebten 426 Millionen Kinder in Kriegs-Ländern. Das ist eine sehr große Zahl.,2019 waren fast 426 Millionen Kinder unter 18 Jahren im Krieg.,3,y,2,uid_apa_test_143,r3_pid_apa100
"Die EU kritisiert, dass in China die Volksgruppe der Uiguren stark benachteiligt wird.",Die EU kritisiert China sehr. Denn die Volksgruppe der Uiguren lebt unter sehr schlechten Bedingungen.,"Die EU sagt, dass die Uiguren in China schlecht behandelt werden.",1,y,4,uid_apa_test_153,r3_pid_apa89
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Viele Geschäfte wurden zerstört und Polizei-Autos in Brand gesetzt.,Die Menschen haben auch Geschäfte zerstört. Sie haben auch Polizei-Autos in Brand gesetzt.,4,y,4,uid_apa_test_245,r3_pid_apa74
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Dann fiel auch ein Baum auf den Mann. So wurde der Mann tot.,Dabei wurde er von einem anderen Baum getroffen und getötet.,4,y,3,uid_apa_test_671,r3_pid_apa14
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Daher hat die ÖVP nun einen neuen Koalitionspartner. Die FPÖ will nun keine Koalition mit der ÖVP mehr.,Die ÖVP und die FPÖ arbeiten nicht mehr zusammen. Deshalb hat die ÖVP sich anders entschieden.,4,y,2,uid_apa_test_305,r3_pid_apa175
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",Im Jahr 2019 gab es 21 Tote beim Gehen. 6 Kinder sind dabei gestorben. Im Jahr 2018 gab es keine toten Kinder.,Im Jahr 2019 starben 6 Kinder. Im Jahr 2018 gab es keinen Todesfall.,3,n,9,uid_apa_test_710,r3_pid_apa121
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,Die erste Person in den USA hat die Impfung bekommen. Das war eine Krankenschwester. Sie heißt Sandra Lindsay. Sie ist eine von den vielen Menschen in New York.,"In den USA war die Krankenschwester Sandra Lindsay die erste Person, die die Impfung bekam.",4,n,13,uid_apa_test_50,r3_pid_apa88
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die ÖVP kam nur auf Platz 2. Sie bekam 20,43 Prozent der Stimmen.","Die ÖVP hat 20,43 Prozent der Stimmen. Das hat sie auf den 2. Platz gebracht.",4,y,2,uid_apa_test_116,r3_pid_apa196
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der neue Impfstoff ist nicht so gut wie der alte. Er kann aber leichter gelagert werden.,Der neue Impfstoff ist nicht so wirksam. Er kann aber leichter aufbewahrt werden.,4,y,3,uid_apa_test_379,r3_pid_apa292
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.","In Österreich gibt es 3.639 Menschen, die an dem Corona-Virus erkrankt sind. 701 Menschen liegen im Spital auf der Intensiv-Station.",3.639 Menschen sind in Österreich mit dem Corona-Virus im Spital. Davon sind 701 auf Intensiv-Stationen.,3,y,5,uid_apa_test_737,r3_pid_apa180
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Es gab in der Steiermark am Mittwoch um 8:30 Uhr ein Erdbeben. Die Gegend heißt Admont.,Am Mittwoch hat es in der Steiermark ein Erdbeben gegeben. Es war um 8.30 Uhr. Das Erdbeben fand in der Gegend von Admont statt.,4,y,8,uid_apa_test_654,r3_pid_apa163
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Dabei wurden auch Geschäfte zerstört. Außerdem wurden Polizei-Autos in Brand gesetzt.,Es brannte auch in ein paar Geschäfte. Außerdem hat man Polizei-Autos abgefackelt.,1,y,1,uid_apa_test_245,r3_pid_apa155
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch hat der Iran eine Nachricht an die Welt geschickt. Er hat bekanntgegeben, dass er aus dem Atom-Abkommen teilweise aussteigt.",Der Iran will das Atom-Abkommen aufkündigen. Das hat der Iran am Mittwoch gesagt.,1,y,8,uid_apa_test_425,r3_pid_apa243
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,In China besuchte der Präsident Xi Jinping ein Krankenhaus. Er trug eine Maske und einen Kittel.,"In Peking in China hat sich der Präsident anguckt, wie man im Krankenhaus gegen das Virus kämpft. Er trug eine Maske und einen Kittel.",3,n,8,uid_apa_test_649,r3_pid_apa194
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist rund 500 Jahre alt. Es stammt vom berühmten Künstler Leonardo da Vinci.,Es ist 500 Jahre alt. Das Bild hat der italienische Künstler Leonardo da Vinci gemacht. Er war ein berühmter Maler.,4,y,5,uid_apa_test_46,r3_pid_apa178
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Ende September waren in Österreich noch rund 295.000 Menschen in Kurz-Arbeit. Im Frühjahr waren es fast 1,3 Millionen.","Im September sind viele Menschen wieder bei der Arbeit. Nur 295.000 Menschen waren noch in Kurz-Arbeit. Im Frühling waren es 1,3 Millionen Menschen.",1,y,5,uid_apa_test_448,r3_pid_apa60
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am 4. Juni 1989 in China wurde der Tiananmen-Platz in Peking von chinesischen Soldaten mit Gewalt geräumt. Es wurden viele Menschen getötet.,In China hat die Armee viele Menschen erschossen. Die Menschen demonstrierten für mehr Demokratie. Das war am 4. Juni 1989.,1,y,2,uid_apa_test_32,r3_pid_apa9
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,Am Mittwoch waren nur noch 3.000 Menschen krank. Das sind viel weniger als vorher.,"Die meisten Menschen, die mit dem Corona-Virus krank sind, sind am Mittwoch wieder gesund geworden.",3,y,1,uid_apa_test_193,r3_pid_apa263
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Es ist fast 500 Jahre alt. Es stammt von einem Künstler aus Italien. Der Künstler heißt Leonardo da Vinci.,Das Bild ist rund 500 Jahre alt. Es stammt vom italienischen Künstler Leonardo da Vinci.,3,y,4,uid_apa_test_46,r3_pid_apa91
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Jetzt ist Thiem schon im Halbfinale. Es spielt aber noch gegen jemand anderen.,Deshalb ist Thiem bereits für das Halbfinale qualifiziert.,3,y,5,uid_apa_test_311,r3_pid_apa257
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Alle Parteien, die im Parlament sind, aber nicht die Regierung sind, sind Opposition.",Opposition sind alle Parteien im Parlament. Aber diese Parteien gehören nicht der Regierung an.,3,y,1,uid_apa_test_0,r3_pid_apa261
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Die FPÖ und die ÖVP arbeiten nicht mehr zusammen. Deswegen hat die ÖVP sich die Regierungspartei SPÖ ausgesucht.,Aber die ÖVP und die FPÖ wollen nicht mehr zusammenarbeiten. Deshalb hat sich die ÖVP jetzt anders entschieden.,1,n,0,uid_apa_test_305,r3_pid_apa47
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad in Lichtenegg kann man auch von April bis September besichtigen.,Das Windrad ist aber für die Menschen zugänglich. Man kann es von April bis September besuchen.,3,y,4,uid_apa_test_622,r3_pid_apa135
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon viele Menschen vom Virus krank geworden.,Von dem Corona-Virus sind schon viele Menschen krank.,3,n,4,uid_apa_test_752,r3_pid_apa245
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff war vor über einem Jahr auf dem Atlantischen Ozean. Dann bekam das Schiff technische Probleme. So konnte das Schiff nicht mehr fahren.,Das Fracht-Schiff hatte vor über einem Jahr technische Probleme. Deshalb konnte es nicht mehr weiterfahren.,4,y,9,uid_apa_test_525,r3_pid_apa174
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,Am Freitag ist in Wien und in Niederösterreich Ferien. Rund 450.000 Schüler haben dann frei.,Für 450.000 Schüler in Wien und Niederösterreich hat am Freitag die Schule ausgemacht.,3,y,2,uid_apa_test_496,r3_pid_apa27
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Dabei soll auch geprüft werden, ob die WHO etwas falsch gemacht hat.","Man will aber auch schauen, ob die WHO Fehler gemacht hat.",1,y,1,uid_apa_test_408,r3_pid_apa273
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Am Mittwoch gab es in Admont in der Steiermark ein Erdbeben.,Am Mittwoch gab es ein Erdbeben in der Steiermark. Es gab einen großen Riss im Straßenbelag.,3,n,5,uid_apa_test_654,r3_pid_apa190
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Von dem Corona-Virus sind 4.456 Menschen in Österreich angesteckt.,Derzeit sind in Österreich 4.456 Menschen am Corona-Virus erkrankt.,3,y,0,uid_apa_test_625,r3_pid_apa118
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten. Sie holten das Geld von den älteren Menschen ab. Das waren die falschen Polizisten.,Dann kamen die falschen Polizisten nach Hause zu den alten Menschen. Die falschen Polizisten holten das Geld aus den Häusern.,4,y,1,uid_apa_test_722,r3_pid_apa288
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Es hat in der Steiermark ein Erdbeben gegeben. Das Erdbeben war bei Admont. Das Erdbeben war aber nicht so stark.,"Am Mittwoch hat es in der Steiermark um 8.30 Uhr am Morgen ein Erdbeben gegeben. Das Erdbeben hatte eine Stärke von 4,1.",1,n,2,uid_apa_test_654,r3_pid_apa164
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Österreicher sparten im 1. Halbjahr 2019 viel Geld. Das hat die Statistik Austria berichtet.,Die Menschen in Österreich haben viel Geld gespart. Das sind 31 Milliarden Euro.,1,n,2,uid_apa_test_367,r3_pid_apa203
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Man darf auch nicht mit Freunden oder Bekannten spazieren gehen. Nur mit den Menschen, mit denen man zusammen lebt.","Man darf nur mit sich selbst oder mit den Menschen, mit denen man zusammen lebt. Zum Beispiel mit den Eltern oder Geschwistern.",4,y,3,uid_apa_test_653,r3_pid_apa291
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad in Lichtenegg im Burgenland kann man sich im Frühling und Sommer auch ansehen. Das Windrad ist im Ort Lichtenegg in der Nähe von Neudörfl.,Man kann das Windrad aber besuchen. Das ist in Lichtenegg in der Steiermark. Es ist ganz in Orange. Man kann es von April bis September am Wochenende besuchen.,1,n,2,uid_apa_test_622,r3_pid_apa193
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Innenminister Nehammer sagt: Das ist furchtbar. Er hilft den Opfer-Familien.,Die Regierung will den Opfern helfen. Das sagte Innenminister Karl Nehammer.,1,y,1,uid_apa_test_292,r3_pid_apa22
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,"Der Innen-Minister sagte, er ist sehr traurig über die neue Flut. Er will den Menschen helfen.",Innenminister Nehammer zeigte sich sehr besorgt. Er kündigte Hilfe für die Opfer an.,3,n,3,uid_apa_test_292,r3_pid_apa276
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","Jedes Jahr veröffentlicht die Firma Lonely Planet eine Rangliste von den besten Städten, Ländern und Regionen der Welt.","Jedes Jahr schreibt das Buch ""Lonely Planet"" eine Liste. Darin stehen die besten Städte auf der ganzen Welt.",3,y,0,uid_apa_test_578,r3_pid_apa58
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag ist in Österreich die Zahl der Corona-Kranken wieder zurückgegangen.,Viele Menschen sind krank. Das sagt man Corona-Virus. Das Virus hat auch viele Leute in Österreich krank gemacht. Am Dienstag ist aber eine gute Nachricht. Es ist nicht mehr so viele Menschen krank.,1,y,22,uid_apa_test_462,r3_pid_apa141
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,"Viele Menschen sind krank. Das ist das Corona-Virus. Es gibt schon 100.000 Menschen, die krank sind.",Der Corona-Virus hat sich auf der ganzen Welt schon bei mehr als 100.000 Menschen gezeigt.,1,y,1,uid_apa_test_752,r3_pid_apa4
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Am 12. Mai ist in Rotterdam in den Niederlanden der Eurovision Song Contest.,Der Eurovision Song Contest findet von 12. bis 16. Mai statt.,3,n,2,uid_apa_test_696,r3_pid_apa55
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.",Man darf auch nicht mehr mit Freunden spazieren gehen. Man darf nur mit der Familie spazieren gehen.,"Man darf spazieren gehen. Aber man darf das nur alleine oder mit den Menschen machen, mit denen man zusammen wohnt.",3,n,3,uid_apa_test_653,r3_pid_apa76
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",Die Österreicher haben 2020 weniger Geld ausgegeben. Sie haben 31 Milliarden Euro gespart.,"Die Österreicher sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.",3,n,4,uid_apa_test_367,r3_pid_apa222
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch erklärte der Iran, dass er aus dem Atom-Abkommen aussteigen will. Der Iran will nur noch einen Teil davon befolgen.",Der Iran will aus dem Atom-Abkommen aussteigen. Das hat der Iran am Mittwoch gesagt.,4,n,7,uid_apa_test_425,r3_pid_apa298
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,"Es klingelte an der Haustür von den älteren Menschen. Draußen standen zwei falsche Polizisten. Sie erzählten den älteren Menschen, dass sie Geld von ihnen brauchen. Dann holten die falschen Polizisten das Geld von den älteren Menschen ab.",Die falschen Polizisten kommen zu alten Menschen nach Hause. Sie wollen aber nicht helfen. Sondern sie klauen das Geld von den alten Menschen.,1,y,14,uid_apa_test_722,r3_pid_apa270
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.","Die ÖVP findet es unfair, dass Bauern kein Glyphosat mehr verwenden dürfen.","Die ÖVP findet das Verbot schlecht. Die ÖVP sagt, dass die Bauern das Gift brauchen.",3,y,3,uid_apa_test_446,r3_pid_apa38
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,In Österreich sind in der Früh am Mittwoch nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,Fast alle Leute sind jetzt wieder gesund. Nur noch 3.000 Menschen haben das Virus.,1,y,3,uid_apa_test_193,r3_pid_apa287
"Die EU kritisiert, dass in China die Volksgruppe der Uiguren stark benachteiligt wird.",China behandelt die Uiguren schlecht. Sie haben keinen gleichen Status wie die restlichen Menschen in China.,Die EU kritisiert China. Das Land behandelt die Volksgruppe der Uiguren sehr ungerecht. Die Uiguren sind eine kleine Volksgruppe.,4,y,3,uid_apa_test_153,r3_pid_apa279
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Preis für die Gen-Schere.,Die 2 Frauen bekommen den Nobelpreis für die Erfindung der Gen-Schere CRISPR.,3,n,3,uid_apa_test_5,r3_pid_apa219
Dabei wurden auch Geschäfte zerstört und Polizei-Autos in Brand gesetzt.,Dabei sind auch Geschäfte kaputt gegangen. Und es gab auch Angriffe auf die Polizei.,Bei diesem Streit wurden auch Geschäfte zerstört.,3,n,7,uid_apa_test_245,r3_pid_apa247
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,"Die Frau ist eine Krankenschwester. Sie heißt Sandra. Sie ist die erste Frau in den USA, die die Impfung hat.",In den USA bekam die Krankenschwester Sandra Lindsay die erste Impfung gegen den Corona-Virus.,1,n,6,uid_apa_test_50,r3_pid_apa26
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",2019 waren 6 Kinder beim Zu-Fuß-Gehen. Sie sind im Straßen-Verkehr gestorben. 2018 starben keine Kinder.,Im Jahr 2019 starben 6 Kinder. Im Jahr 2018 gab es bei Kindern im Straßen-Verkehr kein Unfall-Todesfall.,4,y,2,uid_apa_test_710,r3_pid_apa64
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,In Wien und in Niederösterreich sind die Schul-Ferien. Sie dauern bis zum 12. Februar.,In Wien und Niederösterreich begann am Freitag das Semester-Ende. Damit haben für fast 450.000 Schüler in den beiden Bundesländern die Semester-Ferien begonnen.,1,n,8,uid_apa_test_496,r3_pid_apa212
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.",Man kann auch spazieren gehen. Aber nur alleine oder mit der Familie.,"Auch spazieren gehen darf man nur alleine oder mit Menschen, mit denen man zusammen lebt.",1,y,3,uid_apa_test_653,r3_pid_apa207
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Manche Geheimdienste sind aber nicht so zufrieden. Sie sagen, das BVT macht nicht genug für seine Geheim-Informationen.","Aber einige Geheimdienste aus anderen Ländern sagen, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.",1,y,2,uid_apa_test_599,r3_pid_apa128
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad in Lichtenegg. Das Windrad kann man am Wochenende besichtigen. Es öffnet sich im April. Dann bleibt es aber nur bis September.,Am Wochenende können Besucher das Windrad besichtigen. Das Windrad steht Besuchern auch von April bis September am Wochenende offen.,4,n,4,uid_apa_test_622,r3_pid_apa278
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen sind in einem Spital mit dem Corona-Virus. 701 Menschen davon sind auf einer Intensiv-Station.,Insgesamt sind 3.639 Menschen krank. 701 sind auf der Intensiv-Station.,1,n,6,uid_apa_test_737,r3_pid_apa253
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Er ist von einem Baum tot gefallen. Das ist ein Unglück. Der Baum ist auf ihm runter gefallen.,Der Mann wurde dann von einem weiteren umstürzenden Baum getroffen. Dadurch kam der Mann ums Leben.,1,n,2,uid_apa_test_671,r3_pid_apa150
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.",Jetzt wird die Impfung gegen die Krankheit Corona geimpft. Damit fängt die Impfung gegen die Krankheit an. Das sagt der Bundeskanzler Sebastian Kurz.,"""Jetzt wird die Impfung gegen das Virus gestartet. Damit ist der Kampf gegen die Pandemie eröffnet"", sagte Sebastian Kurz.",3,y,4,uid_apa_test_393,r3_pid_apa39
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,In Kärnten ist ein Mann von einer Kuh getroffen worden.,In Kärnten hat es einen Angriff von einer Kuh auf einen Mann gegeben.,3,n,3,uid_apa_test_438,r3_pid_apa122
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest findet in den Niederlanden statt. Der Song Contest soll vom 12. bis 16. Mai stattfinden. Die Stadt Rotterdam ist der Veranstaltungsort.,Der Eurovision Song Contest findet in Rotterdam in den Niederlanden statt. Das ist in der Stadt Rotterdam in den Niederlanden. Der Contest findet vom 12. bis 16. Mai statt.,4,y,4,uid_apa_test_696,r3_pid_apa32
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Jetzt hat die ÖVP aber ihre Meinung geändert. Die FPÖ will man aber nicht mehr als Partner.,"Da die ÖVP und die FPÖ nicht mehr zusammenarbeiten, gibt es nun eine andere Entscheidung.",3,y,2,uid_apa_test_305,r3_pid_apa242
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Sie haben das genetische Werkzeug CRISPR/Cas9 entwickelt. Es macht es leichter Genetik- Forschung zu machen. Genetik-Forscher wissen mit der Gen-Schere mehr über den Gen-Aufbau von Tieren und Menschen.,Die 2 Frauen bekommen den Nobelpreis. Sie haben die sogenannte Gen-Schere erfunden. Die Gen-Schere heißt CRISPR/Cas9.,4,n,12,uid_apa_test_5,r3_pid_apa191
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Es gibt aber auch Menschen, die behaupten, dass das BVT nicht genug macht. Es gibt Geheimdienste aus dem Ausland, die das sagen. Sie behaupten, dass das BVT seine Arbeit nicht genug schützt.",Einige Geheimdienste aus dem Ausland sagen: Das BVT schützt seine Arbeit nicht genug.,4,y,19,uid_apa_test_599,r3_pid_apa206
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die ÖVP hat den 2. Platz erreicht. Die Partei hat 20,4 Prozent der Stimmen bekommen.",Die ÖVP hat es auf den 2. Platz geschafft.,3,n,6,uid_apa_test_116,r3_pid_apa35
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Es gibt in Österreich jetzt 4.456 Corona-Kranke.,4.456 Menschen in Österreich sind krank. Sie haben sich mit dem Corona-Virus angesteckt.,1,y,6,uid_apa_test_625,r3_pid_apa168
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,In Schönbrunn hat das Elefanten-Mädchen Kibali seinen ersten Geburtstag gefeiert.,Am Montag hat das Elefanten-Mädchen Kibali im Tier-Garten Schönbrunn seinen Geburtstag gefeiert.,3,y,2,uid_apa_test_761,r3_pid_apa130
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Er hat sich bei dem Unfall verletzt. Dann ist er von einem Baum getroffen worden.,Ein Baum stürzte auf ihn.,3,y,10,uid_apa_test_671,r3_pid_apa177
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Das World Trade Center ist ein Gebäude-Komplex in New York in den USA. Im September 2001 gab es dort einen Terror-Anschlag.,Die Terroristen flogen 2 Flugzeuge in das World Trade Center. Das sind 2 große Hochhäuser in New York. Der Terror-Anschlag war am 11. September 2001.,1,y,4,uid_apa_test_374,r3_pid_apa252
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,Die erste Frau in den USA ist eine Krankenschwester. Die heißt Sandra Lindsay. Sie bekam die Impfung gegen Corona.,Die Krankenschwester Sandra Lindsay bekam als erster Mensch in den USA den Corona-Impfstoff.,3,n,6,uid_apa_test_50,r3_pid_apa7
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.",Die Regierung ist die stärkste Partei. Die anderen Parteien sind die Opposition.,"Die Opposition sind alle Parteien, die im Parlament vertreten sind. Allerdings sind sie nicht in der Regierung vertreten.",1,n,6,uid_apa_test_0,r3_pid_apa123
